F_4C_1_1	F_4C_1_2	F_4C_1_3	F_4C_1_4	F_4C_2_1	F_4C_2_2	F_4C_2_3	F_4C_2_4	F_4C_3_1	F_4C_3_2	F_4C_3_3	F_4C_3_4	F_4C_4_1	F_4C_4_2	F_4C_4_3	F_4C_4_4	PS_4C_1_1	PS_4C_1_2	PS_4C_1_3	PS_4C_1_4	PS_4C_2_1	PS_4C_2_2	PS_4C_2_3	PS_4C_2_4	PS_4C_3_1	PS_4C_3_2	PS_4C_3_3	PS_4C_3_4	PS_4C_4_1	PS_4C_4_2	PS_4C_4_3	PS_4C_4_4	PS_4C_5_1	PS_4C_5_2	PS_4C_5_3	PS_4C_5_4
Fam104a	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0
AI314180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clrn2	0	0.25	0	0.25	0	0.25	0	0	0.25	0	0.25	NA	0.25	0.5	0	0	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.5	0.5	0.25	0.25
Clrn3	0	0	0	0	0.25	NA	0	0.5	0	0.25	0	NA	0	0	0	0	0	NA	NA	0.25	0	0	0	0	0.25	0	0.25	0	0	0	0	0	0	0.75	0.5	0.25
Clrn1	0.75	0.5	0	0.25	0.25	0.75	0.5	0.75	0.25	0.5	0.25	NA	1	0.5	1	0.25	0	NA	1	1	0.5	0.5	0.75	0.25	0.5	0.75	0.75	1	0.25	0.5	0.75	0.5	0.25	0.75	0.5	0.5
Porcn	0	0	0	0	0.25	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0
8030442B05Rik	0.75	0.5	0.5	0	0.25	0	NA	0.25	0.5	0.75	0	NA	0.75	0.25	0.5	0.75	1	0.25	0	0.5	0.5	0.5	0.5	0.5	0.5	0.25	0	0	0.25	0.5	0.25	0.25	0.25	0.25	0.25	0.5
Ralgps2	0	0	0.25	0	0	0	0	0	0.25	0	0.25	NA	0	0	0	0	0	0	0.25	0.25	0.25	0	0	0.25	0	0	0	0	0	0	0	0.25	0	0	0.25	0.25
Ralgps1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhit	0	0	0	0	0	0	0	0	0	0	0	NA	0	0.25	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	NA	0.5	0	0	0	0	0
Lta4h	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubfd1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Gcm1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0.25	0	0	0.75	0.25	1	0	0	0.25	0.25	0	0.25	0	0	0	0	0	0
Pttg1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gcm2	1	0.25	0.25	0.25	0	0.25	0	0	0	0	0	NA	0	0	0	0	0	0	0	0.25	0.25	0.25	0	0.25	0	0	0	0	0	0	0.25	0	0.25	0	0.25	0.25
AU040972	0.75	0	0.5	0.25	1	0.5	1	0.75	0.75	0.5	0.5	NA	0.25	0.5	0.5	0.25	1	NA	1	NA	0.5	0.75	0.5	0.75	0.75	1	0.5	1	0.5	0.75	0.25	0.5	0.75	0.75	0.75	0.75
L1cam	0	0	0	0	0	0.25	0	0.5	0	0.25	0	NA	0	0	0	0.25	0	0.5	0	0.25	0.5	0.75	0.25	0	0.25	0.25	0.25	0.25	0.25	0	0.5	0.25	0	0	0	0.25
1700026D08Rik	0.25	0.25	0.75	1	0.25	NA	0.25	0.75	0.25	0.25	0.25	NA	0.5	0	0	0	0	0	0	0	0.75	0.75	0.5	0.5	0.5	0.5	0.75	0.25	0.5	0	0	0.5	1	0.5	0.5	0
4930503B20Rik	0	0.25	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.5	0.25	0	0	0	0	0
Lrrk1	0	0	0	0	0	0.25	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrk2	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0.25	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0
Snord45c	0.25	0	0.25	0.25	0	0.25	0	0	0	0	0	NA	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.25	0.25	0	0
Snord45b	0.75	0.5	0.5	0.75	0.25	0.5	0.25	0.25	0.25	0.5	0.5	NA	0.5	0.25	0.25	0.25	0.25	0.5	0.75	NA	0.75	0.5	0	0.5	0.5	0.25	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.25	0.25
Dbn1	0.25	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0
Trim39	0	0	0	0	0	0.25	0	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim38	0.75	0.5	NA	0.75	1	1	0	1	0.25	0.5	0.25	NA	0.5	0.75	1	1	0	1	1	0.25	0.75	0.5	0.5	0.5	0.75	0.25	0.5	0.5	1	1	1	1	0.25	0	0.5	0.5
Trim33	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim32	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	NA	NA	0	NA	0	0	0	0	0	0.25	0	0	0	0	0.25	0	0	0	0	0
Trim31	0	0	0	0.5	0.25	0	0	0	0	0	0.25	NA	0	0.25	0	0	0.25	NA	0	1	0	0	0	0.25	0.25	0	0	0	0	0	0	0	0	0.25	0.5	0.25
Trim37	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim35	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifi27l2b	0	0.25	0.5	0.25	0	0.25	0	0	0.5	0.5	0.25	NA	0.75	0.5	0	0.5	0.75	0	0.5	0.25	0	0.25	1	0.25	0.25	0.25	0.25	0	1	0.25	0.25	0.25	0.5	0	0	0.25
Ifi27l2a	0.25	0.5	0.25	0.5	0.75	0.5	0.75	0.5	0.25	NA	0.75	NA	0.75	0.25	0.25	0.25	0.5	0.5	0.25	1	0.5	0.5	0.5	0	0.5	0.25	0.75	0.25	0	1	0.5	0.25	0.5	0.25	1	0.25
Dbnl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Supt3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930413M19Rik	1	0.25	0.25	NA	NA	0.25	NA	0	0.25	0	0.5	NA	0	0	0	0	NA	0	NA	0.25	0.25	0.5	NA	0.25	0.25	0.75	0	0	0.75	0	1	0	0.5	NA	0.5	0.25
Aldoa	0.75	0.25	0.75	1	0.25	0.25	0	0.25	0.25	0.5	0.75	0.25	0.25	0.25	0.5	0.5	0.25	0.25	0.75	0.5	0.75	0.75	0.25	0.25	0.25	0.25	0	0.25	0.25	0.25	0.5	0.25	0.5	0.25	0.5	0
Aldoc	1	0.5	0.5	0.5	0.25	0.75	0.75	0.5	0.75	0.25	0.5	NA	0.5	0.5	0.5	0.75	0.75	0.75	0.75	0.5	0.5	0.5	0.5	0.75	0.75	0.5	0.5	0.75	0.75	0.25	0.75	0.5	0.5	0.5	0.5	0.5
Aldob	0.5	0.25	0.5	0.25	0.25	0.5	0.75	0.25	1	0.25	0.5	NA	0.5	0.25	0.5	1	NA	0.75	1	1	0.5	0	0.5	0.75	0	0.5	0.5	0.5	0.5	0.75	0.25	0.5	0.75	0.5	0.75	1
Cox6c	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0
E030011O05Rik	0.75	0.5	0.25	0.25	0	0	0	0	0	0.25	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0
Tesk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21677	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA
Gm21671	0	0.25	0.5	0	0.25	NA	0.25	0.25	0	0.25	0	NA	0	0.5	0	0	0.25	0	0.25	0.5	0.25	0.25	0.25	0.25	0.25	0	0	0	0.75	0.5	0	0.5	0.25	0	0.25	1
Gm5592	0.25	0.25	0.25	0.25	0.25	0.5	1	0	0	0.25	0	NA	NA	0	0.25	0	0	0.25	0.25	NA	0	0	0.25	0.25	0.5	0	0.25	0.25	1	0.5	0	0.25	0.5	0.25	0	0
Tppp	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ribc2	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0.25	0	0	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0
Olfr1110	0	0.25	NA	0	1	NA	NA	0.5	0	0.25	0.25	NA	NA	0.25	0.5	0.5	0	NA	NA	0	0.25	NA	0	0	NA	1	NA	0.25	NA	1	0	NA	1	0.75	0	0
Olfr1111	1	0.25	1	0	NA	NA	NA	1	0.75	NA	0.25	NA	0	NA	1	0	0	NA	NA	0	1	0	1	NA	0	NA	0.25	NA	NA	0	0.5	NA	0	NA	0	NA
Olfr1112	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	0.5	NA	0	1	0	NA	0	NA	1	1	NA	1	NA	NA	0	NA	NA	NA	NA	NA	1	NA	NA	NA
Olfr1113	NA	0.5	NA	0.25	1	NA	0	1	NA	NA	0	NA	1	1	0.75	0.5	1	0.5	NA	0	0.25	0.25	0.75	1	0.75	NA	1	0	0.75	0.5	1	1	0.5	1	0	0
Olfr1115	0	0	0.5	0	0	1	NA	NA	0.5	0	NA	NA	0	0	0	1	0.5	NA	1	NA	0.5	1	0.25	0.25	1	1	0	NA	NA	0	1	NA	0	0	0	NA
Olfr1118	0.75	0.75	0	0	0	NA	NA	0.75	NA	0	0.5	NA	0	0	1	0	0.5	NA	NA	NA	NA	NA	0	NA	NA	0.5	0	NA	0	NA	NA	0	0.25	0.5	0	NA
C87414	0	0.25	0	0	NA	1	0	0.25	NA	NA	0	NA	0	NA	0	0	0	0	1	0	NA	0	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0
9130024F11Rik	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0
Znf512b	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0.25	0
Crxos	0.25	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vsx1	0	0	0.25	0.25	0	0	0.25	0.25	0	0.25	0	NA	0.25	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.25
Vsx2	0.25	0.25	0.25	0.5	0	0	0	0	0	0	0	0	0.25	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.25	0	0	0	0
Tpp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpp2	0.25	0	0.25	0	0	0	0	0	0	0	0	NA	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0
Brf2	0.25	0	0	0	0.25	0.25	0.25	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0.25	0.25	0
Cebpg	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sgpp2	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0.5	0.25	0.25
Sgpp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam210b	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amy2b	NA	NA	NA	0	NA	0	NA	NA	0	NA	1	NA	0	NA	0.5	0	0	NA	0	0.5	NA	1	NA	0	NA	NA	0	NA	NA	0	NA	0.5	NA	NA	NA	NA
Uap1l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc90b	0	0	0	0	0	0.25	0	0	0	0	0	NA	0.25	0	0	0	0	0	0.25	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0
Flna	0.5	0.25	1	0.25	1	0	0	0.25	0.75	1	1	NA	0.5	0.5	0.75	0.75	0.75	0.25	0.75	0.5	0.5	NA	1	1	0.5	0.25	0	0.25	1	1	0.75	0.75	1	0.75	1	1
Flnb	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0.25	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flnc	0	0.25	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0	0	0
4930524N10Rik	0	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	NA	NA	NA	0	NA	NA	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1
Prpmp5	0.25	1	0	0.75	0	NA	0	0.5	NA	1	0.25	NA	NA	0	NA	NA	1	NA	0.5	NA	0.25	0.5	0.5	NA	0	NA	0	0.25	0	0.25	0	0.5	NA	0.5	NA	0.25
4930548J01Rik	0.5	0.75	0	0.25	0	0	NA	0	0	NA	0.25	NA	0	0	0	0	0.25	0	0.25	NA	0.5	0	0.25	0	0	0.25	NA	1	1	0	0	0.5	0.5	0.25	0	1
Gm8909	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15941	0.25	0	0.25	0.25	0	0.25	0	0	0	0	0	NA	0	0.5	0.25	0.25	0	0	0.25	0	0	0	0	0.25	0	0	0.25	0	0	0	0.25	0	0	0	0	0
Mageb2	0.5	0.5	0.75	0.5	0.75	0.5	0	NA	1	0	1	NA	1	0.5	0.5	0.75	0.25	0.5	0.5	0	1	0.75	NA	NA	0.75	0.75	0.25	0	1	NA	0.75	NA	0.25	0.5	0.5	0.25
Mageb3	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mageb1	0.5	0.5	1	0.5	0.75	0.5	0	NA	1	0	1	NA	1	0.5	0.5	0.75	0	0.5	0.5	0	1	0.75	1	NA	0.75	0.75	0.25	0	1	NA	0.75	NA	0.5	0.5	0.5	0.25
Mageb4	0	0	NA	0	0.75	0	1	0	NA	NA	0	NA	0	NA	0	0	0	0	0.25	0	0.25	NA	NA	0	0	0.25	0.25	0	NA	0	0	NA	0	0	0	NA
Mageb5	1	1	0.75	0	1	0	NA	NA	NA	NA	NA	NA	NA	0.5	0	NA	NA	NA	0	1	NA	NA	NA	0	NA	0.25	0	0	0	NA	NA	NA	NA	0	NA	NA
Ptcra	0.75	0.25	0.25	0.25	0.25	0	0.25	0	0.5	0.5	0.75	0	0	0.25	0.25	0.5	0.75	0.5	0.5	0.75	0.75	1	0.5	0.75	0	0.25	0.25	0	0.25	0.5	0.5	0.5	0.25	0.25	0.25	0
Gm867	0	1	0.25	0.25	0.75	0.5	1	0.5	0.25	0.25	0	NA	0.5	0.5	0.25	0.25	0.5	0.5	0.5	0.5	0.75	0.25	0.5	0.75	0.25	0.5	0.75	0.75	0.5	0.5	0.25	0.25	0.25	0.25	0.25	0.25
Hdgfl1	0	0	0.25	0	0	0	0	0	0.25	0.25	0	NA	0	0	0	0	0	0	0	0	0.25	0	0	0.25	0	0	0	0	0.25	0	0	0.25	0	0	0	0
Chad	0.25	0.25	0.5	0.75	0.5	0.5	0.25	0.75	0.75	0.75	0.75	NA	0.5	0.75	0.25	0.25	0.5	0.5	0.25	0.25	0.5	0.5	0.75	0.75	0.75	0.75	0.5	0.75	0.5	0.5	0.5	0.25	0.5	0.25	0.75	0.25
Pou5f1	0.25	0.25	0.25	0.25	0.25	0	0	0	0.25	0.25	0.25	0	0	0	0.25	0.25	0	0	0	0	0.25	0.25	0.5	0.25	0.25	0.25	0.25	0.25	0.25	0	0	0.25	0	0.25	0.25	0.25
Chat	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Toporsos	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf138rt1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0
1110058L19Rik	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dux	0.25	0.25	0.25	0.25	0	0	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0	0	0	0	0	0.25	0.25	0.25	0	0	0	0	0
E030025P04Rik	0.25	0.5	0.75	0.25	0.25	0.75	0.25	0.25	0.25	0.25	0.25	NA	0.5	0	0	0.25	0.5	0.25	0.5	0.5	0.25	0.5	0.25	0.25	0.25	0.25	0	0	0	0.5	0.5	0	0.5	0.25	0.5	0.25
Dut	0.75	0.25	0.25	0.25	0	0.25	0.25	0.25	0.5	0.25	0	NA	0.25	0.25	0	0.25	0	0	0.25	0.25	0.5	0.5	0.5	0.25	0.25	0	0.25	0.25	0	0.25	0.25	0.25	0	0	0	0
Foxr1	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0
Foxr2	0	0.25	0	0	0	0	0.25	0	0	0	0	NA	0	0	0	0	0	0	0.25	0	NA	0	NA	0	0.25	0	0	0.25	0	NA	NA	0	NA	0.5	0	0
Cyp2d40	0.25	0.25	0.25	0.75	0.5	0	0.25	0.25	0.5	0.25	0	NA	0.25	0	0.25	0.5	0.5	0.25	0.5	0.5	0	0	0.25	0	0.25	0	0.25	0.25	0.75	0.25	0.5	0	0	0	0	0.25
4930402H24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp26b1	0.25	0	0.25	0.75	0	0	0	0.25	0.25	0.25	0.25	NA	0	0.5	1	0.25	0.75	0	0.25	0.5	0	0.25	0.5	0.5	0.5	0.25	0.25	0	0.25	0.25	0.25	0.75	0.25	0.5	0.25	0.25
Nacc2	0	0.25	0.25	0	0	0.25	0	0	0.25	0	0.25	0	0.25	0.25	0	0.25	0	0.25	0	0.25	0.25	0	0	0.25	0.25	0	0.25	0.25	0.25	0.25	0	0.25	0	0.25	0	0.5
Cyp4a32	0	0.75	0.25	0.5	0	NA	0	0	0.25	0.25	0	NA	0	0	0	0	NA	0.5	1	NA	0.75	0.5	0.5	0.25	0.25	0.25	0.5	0.5	1	0	0	0.5	0.75	0.25	0.5	0.25
Cyp4a31	0	0	0	0.25	0.25	0	0	0	0	0	0	NA	0.25	0	0	NA	0.25	0.75	1	0.75	0	0.5	0	0	0	0.25	0	0	0.75	0.25	0.75	NA	0	0.25	0.25	0.5
Nacc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clcn3	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6351	0.25	0.25	0	0	0.5	0	0.25	0.25	0	0	0.25	NA	0	0	0.25	0	0	0.25	0.25	0	0.25	0.5	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0
Clcn1	0.75	0.25	0.5	0.25	NA	0.75	0.5	0.25	0.25	0.5	0.75	1	0.75	0.75	0.5	1	0.5	0.75	0.5	NA	0.25	0.5	0.5	1	1	0.5	1	0.5	0.75	0.75	0.5	0.75	0.75	0.25	0.25	0.25
Clcn7	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clcn6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clcn5	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0
Mir6352	0	0	0	0.25	0	0	0.25	0	0.25	0	0	NA	NA	0	0.25	0	0.25	0	0.5	0	0	0.25	0	0	0	0.25	0	0.25	0	0	0.25	0	0.25	0	0.25	0
Adm2	0	0	0.25	0	0	0	0	0	0	0	0	NA	0	0.25	0	0	0.25	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0	0.25	0.25	0.25	0.25
Gm10814	0.5	0.25	0.75	0.75	0.25	0	0.25	0.25	0.5	0.5	0.5	NA	0.25	0.5	0.25	0.25	0.5	0.25	0.25	0.75	0.5	0.5	0.75	0.25	0.5	0.5	0.5	0.75	0.25	0.5	0.75	0.75	0.5	0.25	0.25	0.5
Scn1b	0.75	0.25	0.25	0.25	0.25	0	0	0	0.25	0.25	0.25	0	0	0.25	0.25	0	0	0	0	0	0.25	0.5	0.5	0.25	0	0	0	0	0	0	0	0	0	0	0	0
Scn1a	0	0.25	0.25	0	0.25	0.5	0	0.25	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0.25	0.25
Hadhb	0	0	0	0.25	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hadha	0	0	0	0.25	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bst1	0	0.25	0	0	0	0	0.25	0	0	0	0	NA	0	0	0.25	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.25
Asl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmcd1	0.25	0	0	0	0	0	0	0	0.25	0.25	0	NA	0.25	0.25	0	0	0	0.25	0.25	0	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0
Gm14295	NA	0	0.25	0	0	NA	0	0	0	0	0	NA	NA	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0.25	0.25
Muc19	0.25	0	0	0.75	0.75	0.5	0.25	0	0	0	0	NA	0.75	0	0	NA	0.75	0	NA	0.5	0.25	0.25	0.25	0.5	0.25	0	0.25	0	0	0.75	0.75	0	0.25	0.5	0.5	0.5
Muc15	0	0	0.25	0	NA	0.5	0	NA	1	0.5	0	NA	0.25	0.25	0.5	NA	0.25	NA	0.5	0.25	0	0.25	0.25	0	0	0	0	0.25	0	1	0	NA	0.25	NA	0	0
Muc13	0	0	0	0	NA	0	0	1	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0	0	0.5	0	0.5	0	0.25	0.25	0	0	0.25
1700128F08Rik	0.75	0.25	0	0	0	1	0	0.5	0.5	0.75	0.5	NA	0.75	0.75	1	0.75	0.5	0.75	0.5	0.25	0.5	0.75	0	0.5	0.75	0.5	0.75	0.75	0.25	1	0.5	0.5	0.5	0.5	0.5	0.5
Olfr310	NA	0	0	0.25	0.25	NA	NA	NA	0.5	0	0.75	NA	0.5	0.5	1	0.5	0	NA	NA	NA	0	1	0.75	0.5	0.75	NA	0.25	NA	NA	0.25	1	0.25	1	0	0	1
Olfr311	0	0.25	0.5	0	0	0.75	0	0	0	0	0	NA	0	NA	0	0	NA	0	0.5	NA	0	0.25	0	0	0.25	NA	NA	0.25	1	0	0	0.25	0.25	0	0.5	0
Olfr312	0	0	0	0.25	0.5	0.25	0	0.5	0	0.25	0	NA	0	0	0	0.25	0.5	0	0.5	0	0.25	0	0	0	0.5	0	0.25	0.25	0	0.25	0	0	0.5	0	0	0.25
Olfr313	0	0	0	0	0	1	0	0	0	0	0	NA	NA	0	0	0	1	0	0	NA	0	0	0	0	0	0	0	0	0	NA	1	0	0	0.5	0	0.25
Olfr314	0	0	0.25	0.25	0.25	0.5	0	0	0.25	0	0	NA	0	0.25	0	0.25	0	0	0	0	0.25	0.5	0.25	0.5	0	0	0	0	0	0.25	0.25	0	0.5	0.25	0.25	0.25
Olfr315	0.25	0	0.5	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir28b	0.25	0.5	0.75	0.75	NA	0	NA	NA	0.75	0.75	1	NA	0.75	1	0.5	0.75	1	1	0.75	0	0.75	0.75	0.75	0.25	0.75	1	1	NA	NA	0.5	0.75	NA	1	0.5	0.5	1
Olfr317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0
Olfr318	0.25	0.25	0.25	0	0	NA	0	0	0	0.75	0	NA	0.75	NA	0	0	0	NA	0.5	0.25	0.25	0.75	0	0	0.25	0.25	0.25	0	0	0	0.5	0.25	0.25	0	0.5	0.25
