mES_Serum_r1	mES_Serum_r2	mES_2i_r1	mES_2i_r2	mES_2i3p_r1	mES_2i3p_r2
Slc13a5	0.239972	38.5664	0	0.216503	0.0295905	0
Fbxo39	0	8.51859	0.809455	1.65278	47.4354	35.8026
Med31	5.96991	0.0938173	0	52.9686	0	0.0838581
4930563E22Rik	0.101385	0.157434	45.0275	0	2.35527	3.26881
Tekt1	1.22976	1.40832	9.68783	7.60504	31.2056	29.1725
Xaf1	1.99143	0.119194	6.34652e-11	0.0711476	0.395688	0.312174
Ggt6	0	22.4313	13.5888	15.3502	31.1867	29.0302
Smtnl2	5.90986	1345.55	0	779.753	760.959	668.711
Spns2	0.311389	0.540206	0	0	0.0566314	0.206855
Spns3	0.0652436	0.0597074	737.251	0.145664	0.150882	0
Ube2g1	27.0288	1.05117	16.939	1.05176	21.324	23.2879
Cyb5d2	1.28362	20.0675	1.00261	20.9487	0.632331	0.75372
P2rx1	0.141075	3.58192	0	0	0.0409344	1.79474
Camkk1	0.873571	0.0575021	7.35097	1.23386	11.9701	0
Zzef1	1.6761	2.8407	1.16548	8.4252	2.54112	9.6424
Atp2a3	1.07629	11.0969	1.1735	0.681276	1.2703	1.04439
Ankfy1	9.71951	2.22926	1.04102	1.02536	4.25613	3.73003
1200014J11Rik	8.43775	0.493744	6.26162	8.59149	0.483225	8.26315
P2rx5	0.353452	9.37454	0.232274	0.318217	9.16765	0.423129
Mybbp1a	91.2633	0	95.1981	101.836	8.05618	5.28614
Emc6	19.764	9.42798	4.21065	0.548227	22.646	7.10433
Tax1bp3	4.26482	0.0498729	0	10.3488	5.84515	0
Shpk	0.85675	0.510223	0	23.6262	0	0.195222
Itgae	0.289364	3.41609	0	5.0955	0.255864	0.345834
Gsg2	10.0816	0.436833	25.8194	0.514873	0.604322	10.661
Olfr376	0	0.014382	0	5.67498	0.277667	24.8942
Trpv1	0	37.54	0	0	12.8262	133.004
Aspa	0.0793252	0.248316	6.19946	0	0	0.0563061
Olfr20	0	11.042	0.187594	0.166022	0	0
Olfr1	0	0.217425	0	0	0	0
Trpv3	0	0	0.465119	0	0	0.475822
Spata22	0.0987737	0.0733583	7.60237	0	0	0
Olfr75-ps1	0	0.0145468	0	0	0	0
Ctns	6.14291	0	0	0	0	0
Olfr378	0	0	0	0	0	0
Olfr380	0	0	0	0	0.343514	0.118666
Olfr381	0	0	0	0	0	0
Olfr382	0	0	0	0	0	0
Zfp735	0	0	0	0	0	0
Olfr384	0	0	0	0	0	0
Olfr385	0	0	0	0	0	0
Olfr391-ps	0	0	0	0	0	0
Olfr392	0	0.0116812	0	0	0	0
Olfr393	0	0	0	0	0	0
Olfr389	0	0	0	0	0	0
Olfr390	0	0	0	0	0	0
Olfr394	0	0	0	0	0	0
Olfr395	0	0	0	0	0	0
Olfr23	0	0	0	0	0	0
Olfr397	0	0	0	0	0	0
Olfr398	0	0	0	0	0	0
Olfr399	0	0	0	0	0	0
Olfr139	0	0	0	0	0	0
Zfp616	0	0	0	0	0	0
Olfr403	0	0	0	0	152.478	0
Olfr401	0	0	0	0	0	0
Olfr406	0	0	0	0	0	0
Olfr402	0	0	0	0	0	0
Olfr43	0	259.627	0	0	0	0
Olfr412	0	0	0	0	0	0
Olfr411	0	0	0	0	0.122309	0
Olfr59	0	0	0	0	0	0
Olfr410	0	0	0	0	0	0
Rap1gap2	1.2002	2.49444	0.762368	1.10565	1.01393	1.31214
E130309D14Rik	3.64964	5.74366	0.970602	1.10684	1.50804	0.760008
Cluh	12.3018	36.3843	13.5488	14.7401	25.9221	22.536
Mettl16	21.4138	24.935	14.328	13.6337	15.7406	14.8609
Sgsm2	2.76469	57.864	7.48497	3.39998	2.95925	2.33966
Mnt	13.1758	5.64327	3.06983	9.49364	16.0525	12.4509
Mir212	0	22.808	26.9999	27.115	37.5486	0
Mir132	0	48.9045	0	0	0	0.559099
Pafah1b1	40.3044	1.35137	0	0.145758	0.815156	0
Hic1	0.242607	0	0.318305	7.95117	0	7.77215
Rtn4rl1	0.507744	0	0.544598	44.7537	0.177159	34.395
Ovca2	4.68426	1.95021	6.03043	0.979654	8.83814	43.8963
Dph1	6.5637	15.3695	4.33471	0	5.97332	1.43643
Smg6	10.6519	0.912018	7.81696	0	8.65094	0
Tsr1	51.8418	14.0866	39.319	0.35631	50.4988	0.080946
Srr	1.20732	8.55754	1.31343	5.17898	1.88231	6.00444
Snord91a	0	17.0539	0	5.45813	0	6.41671
Smyd4	3.80497	0.0161735	3.20631	3.3386	3.48615	3.07042
Serpinf2	0.0529432	5.06928	6.78265	0	0.0920868	26.1092
Serpinf1	15.2154	16.1389	0	7.01732	31.1615	2.41852
Wdr81	3.26342	4.04653	1.78446	1.41428	3.21994	0.54389
Tlcd2	0.791419	1.34902	1.82525	0	0	0.0633915
Mir22hg	1.07954	1.62555	1.55301	1.99455	3.06283	2.3453
Mir22	0	0	0	2.82724	0.292221	0
Rpa1	76.8736	97.593	0	103.485	76.7305	71.0238
Rilp	0.0822529	0.936138	0.541039	0	0.0712059	0.0986978
Scarf1	0.588361	0.175289	92.3964	0.577634	0.820457	0.281505
Slc43a2	3.84661	2.90606	1.15225	1.34953	0.845966	0.800875
Mir3971	0	0	0	0	0	0
Inpp5k	3.96985	6.67774	3.17494	4.62742	6.8404	5.05965
Pitpna	11.8131	18.2254	14.1574	15.2443	17.2934	13.8702
Crk	33.0749	26.2069	52.3627	51.6528	31.4156	31.0418
Myo1c	10.7585	30.7124	23.333	9.76146	19.5665	14.3491
Prpf8	69.154	114.091	8.19509	24.8828	82.1978	72.3457
Rph3al	0.437983	0.313122	0.119394	0.10951	0.11346	0
1700016K19Rik	0.592232	0.70043	0.337189	0.921473	0.250283	0.0620966
Doc2b	0.103929	0.0796242	0.341986	0.908869	0.12687	0.357048
Fam101b	0.82591	0.441188	1.09505	1.13718	3.18756	1.78485
Fam57a	3.94735	2.42986	0	4.2472	9.85559	7.94427
Vps53	10.0622	10.947	10.4563	10.583	4.26061	3.52515
Dbil5	0.289386	1.20589	4.72728	1.18038	0.242896	0.352519
Gemin4	16.6904	8.00713	9.91746	13.7665	25.0594	21.7306
Rnmtl1	6.63643	19.2451	3.58535	4.97115	6.80938	5.70195
Glod4	21.58	38.3241	21.1721	22.0527	21.1594	21.0699
Nxn	15.3716	28.4418	16.1673	19.7826	18.1754	13.5856
Timm22	4.53323	7.06582	5.31956	5.36994	6.23812	6.63045
Bhlha9	0.105435	0.0106062	0	474.327	0	0
Tusc5	0.069289	0.0960371	0	0	0.0302161	0.126731
Abr	9.4928	501.228	0	0.133701	8.01607	0
Gosr1	7.34253	7.95492	5.8808	0	0	7.10579
Tmigd1	0	0	2.47556	12.8408	4.09283	429.84
Ywhae	415.51	2.59004	10.5729	2.71745	0.0360223	3.37133
Cpd	4.18355	17.0106	0	6.32033	18.9581	14.9681
Slc6a4	0.0413451	0.0361553	0	0	0	0
Efcab5	0	0.0379429	412.047	0	14.3281	0
Ccdc55	12.7481	11.5073	43.7608	50.4624	0	36.7688
Mir423	0	0	13.4479	14.9732	45.2047	15.9793
Blmh	44.1199	53.6389	0	0	462.041	0
Ankrd13b	0.93929	2.29162	0.222999	1.20064	0.945381	0.641747
Coro6	0.677363	0.6182	0.981105	1.62876	0.250736	0.232463
Ssh2	2.187	4.8994	1.38782	0.910673	1.46316	0.877483
Trp53i13	2.454	0.126774	0.0793141	0	0.0601947	1.52782
Abhd15	0.0345076	8.45864	3.97889	4.74853	3.6145	0.0825233
Git1	25.289	7.71215	19.4029	20.8644	24.7489	20.1127
Taok1	10.4356	55.5779	4.12133	4.71675	10.0644	8.92827
Cryba1	0.223082	0.133655	0.516986	0	0.188989	0.270478
Nufip2	20.0742	13.9823	8.28795	8.86468	0	5.43276
Gm11190	0.0981856	0.173875	0	0.0689119	10.3098	0.0322922
Sez6	0.216169	0.0701534	5.25307	8.38259	7.06995	8.68923
Pipox	10.8743	17.3099	0.0620868	7.13969	19.2188	0.0391293
Myo18a	10.7399	9.96399	7.49761	0.0569367	0	17.8233
Dhrs13	3.76424	7.24189	11.9797	3.72952	1.84068	2.37918
Mir451	0	0	2.36309	15.1636	0	19.2305
Phf12	14.715	0	0	0	0	0
Mir144	0	33.2064	0	0	23.7362	0
Eral1	8.66843	16.9801	7.09433	8.54656	9.858	8.36224
Flot2	18.8338	26.8631	20.9133	22.9817	23.5013	17.4253
Fam222b	7.61956	14.1373	6.62314	7.09421	11.3358	8.45887
Nek8	2.23413	3.66735	2.32767	20.777	9.896	9.1775
Tlcd1	4.89713	15.9234	6.54636	2.72592	2.18791	1.6956
Traf4	17.8909	45.9388	15.895	7.77089	17.4981	13.7532
Proca1	0.483643	0.711806	0.556928	0.168678	12.1346	0.386845
Rab34	12.0217	22.2523	13.5047	12.1869	0.697992	12.7351
Sdf2	19.2711	25.0208	15.3404	16.3821	16.8959	18.618
Aldoc	8.51501	64.3615	23.5858	23.2152	31.8827	28.8175
Foxn1	0	11.6066	9.39591	15.4826	12.8171	11.1365
Supt6	39.6319	20.6398	0	18.7118	20.1199	17.556
Unc119	8.53696	1286.49	15.7421	0	9.82952	0.0547515
Spag5	16.4879	0	12.6026	1.74785	0	8.6054
Vtn	0.136792	37.2418	8.82029	0.411494	0	1.56806
Pigs	12.7567	257.399	0	11.0633	0.0460665	21.1086
Slc46a1	2.43947	0.0139883	0	16.9401	0	0
Sebox	0	19.5312	2.05357	32.4141	0.647474	0.126847
Gm11194	0	0	0.249046	0	27.545	39.3733
Slc13a2	0.05297	0	0	0	0	0
Tmem199	12.2416	34.7004	0.157436	0	2.37782	0
Sarm1	0.921668	0.0890434	10.6848	0	15.2291	0.581354
Poldip2	28.3951	4.21367	28.5151	15.6948	43.8308	13.1413
Ift20	13.1719	1.65161	23.7214	25.5502	38.8059	2377.97
2610507B11Rik	33.7228	0.0417129	11.1153	15.4504	17.6115	0
Tmem97	26.6669	15.4533	9.46946	41.2448	40.1058	0
Tnfaip1	11.3866	69.4229	42.0446	10.3023	13.0327	0
Fam58b	6.21967	46.5548	0.44613	1.18661	9.21233	32.8616
Nos2	0.277367	30.0112	7.08049	0.350634	0.339046	18.0685
Lyrm9	1.40688	18.3371	11.4709	7.52717	12.0511	10.7706
Nlk	11.4715	60.311	1.24302	10.1651	0.737735	39.5538
Lgals9	6.65883	0.135973	10.9362	9.93461	2074.42	0.36464
Ksr1	1.24587	13.6152	2.11587	3.02465	0	10.375
Rpl23a	2468.71	1.168	0	2969.66	0	9.17759
Snord42a	0	12.2802	35.0826	0	0	0.4137
Snord4a	0	15.1651	0	0	2.15217	1.74785
Snord42b	0	3.68475	4.59941	0	19.2285	18.1134
Wsb1	35.6972	0	0	0	0	0
Mir193	0	27.0781	1.21966	0	0	0
Mir365-2	0	0	0	3.98593	4.54923	45.4548
Rab11fip4	5.89574	9.49391	0	0	0	3.71745
Gm11202	0	0	0	39.4124	50.6543	0
Nf1	3.95271	2.68187	0	1.21707	3.56393	3.20234
Omg	0	0	19.7427	0	0	0
Evi2b	0	0	3101.09	0	0	0
Evi2a-evi2b	6.86678e-08	2.52641e-25	0	0	8.42053e-25	2.57889e-09
Evi2a	0.249208	0.276314	0	0	0.428564	0.724692
Utp6	24.7012	34.5089	0	23.168	29.9024	25.2445
Crlf3	17.6171	2.71097	20.7089	22.1068	26.4881	24.1921
Rnf135	1.92034	18.2964	0	0.158536	0.656113	20.0151
Tefm	17.9055	1.8685	16.061	16.9108	22.1394	1.18049
Adap2	0.378565	31.6928	7.12266	7.07804	3.12791	12.1906
Atad5	10.6699	5.84243	1.24276	2.2664	13.4378	3.8821
Rhbdl3	0.294773	31.5818	0.203212	49.0995	0.154382	2.75066
5730455P16Rik	5.52514	3.45768	45.3648	0.496739	3.38723	0.140935
Suz12	50.124	0.334102	2.61667	3.01374	15.2418	12.4099
Rhot1	14.7999	14.2785	13.5848	14.4739	71.7765	66.8684
Cdk5r1	0.213743	0.335673	0.429724	0.675599	0.629959	0.287362
Myo1d	3.28131	3.14997	0	1.93418	3.68651	1.8502
Spaca3	0	0	2.71532	0	2.17351	0
Tmem98	13.1436	7.5916	6.13808	52.6059	0	4.05138
Psmd11	78.2448	0	0	5.94057	0.0375517	67.2356
Ccl2	42.4311	7.97133	0	0	0.0546102	0
Ccl8	1.403	0.0494878	49.5787	21.1954	0	0
Ccl11	0.487494	0	9.10369	0.056718	83.0032	0
Ccl7	23.6161	0.207856	0	0	0	0
Ccl1	0	0	29.4392	0	0	1.18677
Ccl12	0	18.2071	2.45381	2.13263	64.2359	2.05335
Tmem132e	0	0.136975	0	10.7215	136.95	56.6492
Asic2	0.043112	0.0128258	0.123694	0.253684	26.0036	24.4552
1700071K01Rik	0	0	0	0	0.164535	134.587
5530401A14Rik	0	0.0820441	7.18846	0.090654	0	0
Gm11426	0	0	0.0991296	0	2.30685	0
Cct6b	0.201763	121.981	0	0	0.408509	0.241835
Zfp830	5.5715	8.2568	0	5.90044	8.16905	7.81983
Fndc8	0	0	0	98.0597	0	0
Rad51d	1.75917	1.962	1.37009	0.23549	1.57914	1.09593
Unc45b	0.188254	0.127953	0.0721057	0.198225	0.0821376	12.7426
Slfn5	0.195572	129.264	0.528643	1.84007	13.4566	0.150033
Slfn9	0.862711	0.70626	0.167817	0.424066	2.10878	1.71549
Nle1	10.6816	0.171453	10.6571	0.267818	1.35915	2.26849
Slfn8	0.10951	0.23062	0.104141	10.8123	0.940449	0.785736
Slfn1	0	31.1742	0	0.153645	0	109.117
Slfn2	1.15545	0	0	0	0.0553351	0
AI662270	0.0876929	0.858443	0.332512	0	3.06813	2.5111
Slfn3	0	0.0398789	0	0.151281	0.226945	11.7729
Slfn4	0.0279737	0.0266806	0	0.137052	0	4.57471
Slfn14	0	0.0171414	0	0	0.303404	0.0334329
Lig3	12.8474	22.5253	81.8236	0	12.1884	0.0358712
Rffl	7.71851	5.97258	10.6218	10.1865	6.53899	0.631606
Zfp207	88.911	0	6.75216	8.69886	15.159	0.156674
AA465934	10.9767	22.7097	0	28.8013	1.26892	15.0502
AI450353	0.901833	0.382639	0	1.88919	0	0.788838
Snord7	0	0	1.03145	0	4.17696	0
Pex12	3.41864	5.94282	0.234376	3.33186	107.649	3.14225
1700020L24Rik	0.583977	0.013367	31.4967	0.106988	0	0
Gas2l2	0	1.05885	2.2503	0	0.223769	0.1533
Rasl10b	0.99378	1.23696	0	1.21183	0.265972	0.528027
Mmp28	0.203816	0.412065	2.77977	1.14758	0	0.121987
Gm11435	0	0	0	0	0	0
Ccl3	0.54511	0.0917724	0	0	0.0980331	14.869
1100001G20Rik	0	1.75727	1.53275	4.00938	2.47832	0.17932
Ccl5	0.32901	0	0	0	12.9142	3.07495
Wfdc17	0	0	0.840632	0.750693	0	0
Wfdc18	0	0	0	0	0	0
Ccl9	0.149934	0	0	0.268777	0	0
Ccl4	0.234548	0.60152	0	0	0.396741	0.284616
E230016K23Rik	0	0	0	0	0	0
Ccl6	0.428422	0	3.6137	0	0	47.4014
Hnf1b	0.12433	0.15213	0	51.806	0.33689	0
Heatr6	4.58551	70.4152	0.197379	0.087163	5.804	0
Ap2b1	32.0431	7.51442	46.8729	26.4338	46.8706	4.67482
Taf15	76.6138	38.6902	25.1605	5.18	7.07715	28.3255
Ddx52	18.4964	15.0081	15.9941	18.681	18.8544	6.44189
Dusp14	2.5559	6.19694	5.69129	5.34528	31.6644	0
Synrg	3.27078	3.89209	1.52035	0	2.38807	21.8211
Gm11437	0	0.0313882	0	23.0019	0	1.56805
Tada2a	25.3199	29.2971	21.8104	2.93014	21.8569	20.6925
1500016L03Rik	0	0.0757965	0	0.0868554	0	0
Lhx1	0.0825925	0	0	27.3385	0	0
Dhrs11	1.82173	4.61934	21.7307	0	2.53815	3.15681
Mrm1	2.91545	5.22066	10.1052	2.53941	23.8093	8.09646
Aatf	21.7882	40.6808	3.1926	10.332	2.62659	2.39492
Acaca	10.9397	19.2103	1.9984	2.52898	9.84599	20.6927
Car4	18.7035	12.7468	0.666569	2.41604	0.0832776	0
Ggnbp2	37.2062	19.2043	34.9339	33.1015	35.3014	35.8479
Pigw	2.45924	1.52859	5.34139	6.48911	0	0
Znhit3	16.5003	31.5444	0	1.72189	1.97183	2.09338
Myo19	2.81704	10.1473	0	28.4808	20.8579	24.6188
1700125H20Rik	0	0.0416101	1.0606	5.1329	10.8818	10.2192
Usp32	6.97742	4.88044	18.3196	0	7.29181	6.59814
D630032N06Rik	0.245513	0.293504	5.04067	0.503208	0	0.298156
Appbp2	19.5014	10.2593	13.7404	17.176	30.0365	7.47872
Ppm1d	8.9488	25.349	9.79214	10.441	8.75315	25.1145
Tbx2	0.0312819	0.105386	0	0.197635	0.163787	0
Tbx4	0.336991	0.813611	0.262879	0.641699	0.398782	0.501588
Brip1	2.15122	1.85821	2.07641	1.94084	2.29099	2.02891
Bcas3	9.75676	11.162	4.94322	6.74961	9.32863	9.32991
Ints2	10.8445	3.15686	9.39848	9.25115	12.9644	13.1708
Rnft1	5.33602	17.1945	3.30393	3.82303	4.48772	4.7152
Med13	8.37179	5.97514	4.96081	6.27731	7.21231	6.90239
Tubd1	2.97024	3.22544	8.07544	1.85556	1.86566	2.19604
Rps6kb1	13.9949	9.26121	2.18152	9.32417	8.81359	8.47574
Ptrh2	4.87331	13.4588	10.0677	7.09776	14.4418	12.1417
Vmp1	13.5462	0	0	14.6334	0	0
Mir21	0	9.72962	9.42319	0	6.31257	6.7773
Ypel2	1.78731	1.10017	11.1081	3.68487	18.1006	2.61565
Gdpd1	2.67579	1.33224	1.28309	11.6272	2.79184	18.0828
Dhx40	24.9747	11.9368	2.75837	1.01274	1.44593	1.26986
Smg8	8.67238	6.62031	10.487	10.7039	17.6788	13.2437
Prr11	9.30026	11.9502	7.56038	8.85446	10.9191	9.45878
Ska2	28.5974	0	17.8553	19.4679	22.0867	21.8226
Mir301	0	20.5998	0	0	0	0
Ppm1e	1.18455	0.273859	0.276003	69.5497	0.240229	0.225517
Rad51c	8.50443	3.778	4.83263	0.651962	3.13187	3.84012
Trim37	15.7193	15.4712	71.6004	4.74489	20.471	18.2902
Cltc	110.867	0.224409	16.8319	19.6976	106.284	100.099
Sept4	0.368186	7.10768	0.508617	0.462691	0.0638332	0.0883035
Hsf5	0.690438	80.3715	4.54881	0.223834	0.162333	5.69399
Tex14	7.71301	0.358049	0.0610152	3.64044	6.89919	0
Mtmr4	5.94622	15.7626	0	6.93654	1.09407	9.97941
Rnf43	0.741348	0.133187	6.76314	28.7468	0	0.317344
1110028F11Rik	0	0	0	0	10.6819	1.0997
Mir142	0	0	0	0.14933	38.0453	0
Lpo	0.0386025	0.0236249	0.0974851	4.91041	0	37.794
Mpo	0	0.284506	33.2349	0	0	0.0506838
Supt4a	22.3789	57.4816	0	0	0.0391046	6.70173
Bzrap1	0.410357	0	0.0972107	0	0.123814	0
Epx	0.338237	0	5.71055	1.02364	0	0
Olfr463	0	0.295287	0	0	0.0368311	0
Olfr462	0	0	0	0	0	0
Mks1	4.96598	0	0.822281	0	7.01212	0
Olfr464	0	8.43721	0	0	0	0.0505839
Dynll2	54.0341	88.5882	2.82611	10.149	71.818	66.2944
Vezf1	15.1984	1.93436	8.38019	4.2712	7.01039	6.30501
Cuedc1	3.13749	6.5667	0	77.5915	1.8016	0.971183
1700106J16Rik	0	0.0632699	73.9948	26.3273	26.2681	0
Mrps23	20.8825	35.6847	21.7344	0	0	0
C030037D09Rik	0.372998	0.301338	0	0	0.106932	20.3442
Msi2	30.1899	19.2213	7.81611	8.06367	14.047	13.5599
Mir378b	0	0	0	0	0	0
Srsf1	90.5224	85.0186	55.5767	64.6952	3.82096	3.92531
Akap1	20.7709	5.23583	19.0226	1.27065	53.6789	42.6512
Gm15698	0.702443	43.341	2.43669	20.3023	37.7874	32.2032
2210409E12Rik	2.47404	41.18	65.1439	69.991	80.3887	16.1807
Coil	12.5164	48.1564	13.0817	13.1582	18.1236	69.5898
Scpep1	62.4952	21.7885	28.1934	32.7432	94.0718	0
Gm525	0	0.187112	0	0	0	88.331
Nog	0.0613102	0.0847742	0	0	0	0.14691
Ankfn1	0	4.21732	2.93875	0	4.61029	3.93325
4932411E22Rik	0	0	0.141082	2.56512	0.213	0
Dgke	2.78935	0	0	0.128616	0.873554	1.07097
Tmem100	0.67558	0.0618087	4.2513	0.243168	3.35516	0.0809773
Pctp	5.42367	3.62044	0.777508	0.141609	0	4.19888
Mmd	5.05016	3.15465	4.5266	7.75359	0.0586191	0
Trim25	15.4492	0.330011	19.5198	20.4429	1.34626	0.573736
Hlf	0.192144	34.7368	0.132403	3.68985	1.35945	41.8405
Stxbp4	2.85617	1.5415	2.7403	3.35584	0	1.70554
Kif2b	0	0	0	0	0	0
Car10	0.0335461	0	0	0	5.83245	0
Cox11	7.08209	9.64967	10.5864	7.57928	12.3576	6.83668
Tom1l1	21.0501	11.17	22.5816	23.4042	44.6363	10.7115
Utp18	38.0227	34.2703	29.5108	31.4828	35.0927	37.138
Mbtd1	32.3375	17.6874	17.5036	18.4241	24.6614	26.758
Nme1	56.5023	173.23	83.6826	88.3738	82.8288	67.4073
Nme2	366.895	0.020182	488.665	585.929	0.0575006	538.799
Wfikkn2	0	11.9596	0	0	529.448	0
Tob1	5.61286	898.479	19.423	21.5637	24.9438	18.5842
Abcc3	0.196873	5.62601	0.0502507	0.0461235	0.152936	0.182924
Spata20	0	0.154258	23.8214	25.1099	27.24	15.201
Rsad1	1.46314	27.269	0.131151	16.5622	0.70606	31.7328
Epn3	0.0570753	0.706817	0	6.91803	16.9999	0
Ankrd40	14.7017	28.262	18.0134	0	0	0.699401
Mycbpap	0.231529	0.0236162	0.427867	0	0	0
Luc7l3	30.991	0.0961721	0.540016	1.0651	0	0
Cacna1g	0.931849	0.0809071	0.0887091	0.662561	0.696945	0.570408
Acsf2	6.38281	1.16572	5.22795	0.0811883	7.39593	5.59338
Chad	0.0727675	6.99476	0	5.32669	6.68458	0
Gm11541	0	0.0443562	5.82078	0	0	7.14691
Gm11545	0.168982	35.6764	36.1566	0	27.5153	34.3741
Mrpl27	24.3366	0	0	26.2535	0	0
Gm11544	0	0.206748	4.3991	5.23938	7.48065	0
Tmem92	0.0530774	0.943285	0	0.177682	0.0618976	0.303258
Xylt2	3.68028	0.492156	0.122094	0	0.404818	5.87578
Spag9	7.64211	13.3277	0.194264	0	0	0.0855814
Lrrc59	56.3945	136.774	63.8399	67.5759	99.676	88.538
Eme1	10.2039	27.6675	13.6525	14.2868	15.9258	16.2239
Pdk2	1.58438	2.93592	4.7355	4.34388	0.470911	0.242054
Samd14	0.438628	0.413224	0.232646	0.355168	0	0
Ppp1r9b	3.10438	0	1.76335	0	0.148446	1.02496
Sgca	0	0	0	0	0	0
Hils1	0	15.2383	0	1.82508	1.55614	0
Tac4	0	0.509213	3.5269	42.4455	8.49008	5.92917
Dlx3	0.0876369	0.0596706	0	0	1.164	1.77443
Dlx4	0.195609	0.0440528	0	0.18426	0.0381624	0.104862
A730090H04Rik	0.0722655	0.184728	0	4.61724	0.0565965	0
Itga3	11.4015	20.5436	0	0	0	0.0866499
Col1a1	33.2262	82.4795	48.4824	0	8.05912	5.24574
Fam117a	9.41165	22.5988	9.6207	8.68342	29.5788	24.9784
Slc35b1	15.0191	37.0287	13.9039	16.9129	0.678265	0.333721
Nxph3	0.167196	1.42967	0	12.9652	14.574	12.7712
Spop	16.6958	8.95909	1.66158	0.233997	10.0343	8.91867
Ngfr	1.47879	21.9076	10.2875	2.90605	0	0
B130006D01Rik	0.0352152	49.3252	0	33.0644	10.9796	0.341405
Phb	54.6701	0.161703	6.58232	0	0.491205	30.3677
Zfp652	14.0575	18.7403	0.218355	8.53577	1.20461	8.94636
4833417C18Rik	1.6108	1.24341	96.4054	0.569953	3.00019	1.47253
B4galnt2	2.32622	0.505587	0.435057	0.593756	5.28737	2.98712
Phospho1	1.828	5.91039	30.4625	97.0258	0.957821	0.796447
Gngt2	3.06168	5.51784	2.58629	5.30646	97.0739	1.09907
Abi3	0.284673	1.09158	2.80952	3.11649	37.5845	96.2445
Kat7	42.9487	113.279	0.471048	0.579311	0	0
Gip	0.240455	0	0	0	43.7224	208.95
Snf8	24.5632	62.2544	42.5427	43.5808	37.7462	41.8274
Hoxb13	0.57162	66.7332	27.4913	28.6165	60.5763	28.5012
Ttll6	0.245024	0.696517	24.8027	27.1492	0.32923	55.1798
Ube2z	27.306	0.579207	1.12638	0.663121	0.702131	0.114427
Mir196a-1	0	207.214	0.878207	166.036	0	0.502273
Gm53	0	1.85843	0	0.795942	2.4052	2.20774
Hoxb7	0.59545	0.528518	0	0.530909	220.432	1.31093
Hoxb8	0.258477	0	0.0990532	0	2.31294	0
Hoxb9	0.379292	0.090461	0	0.18117	0.225139	0.357697
Hoxb5	0.186773	0.354007	0	0.531767	0	0
Gm11529	0	0.171282	0	0.207175	0.163298	0.206175
Hoxb4	0.133579	0	0.102386	0.197389	0	246.792
Hoxb6	0.28349	0.229822	0.484486	0	0.514115	0
Mir10a	0	0.208981	0	0	0.271422	0
Hoxb1	0.393474	0.424092	0.34076	0	0.641452	0
Hoxb3	0.540707	0	0.07764	0.130588	0.117904	0.532455
Hoxb2	0.740013	0.185251	214.538	0.120808	0	0
Atp5g1	96.9501	1.1952	0	0.471984	0	0.161614
Skap1	0.345409	0.635108	0.775914	0.154986	0.0472086	0
Snx11	4.59306	11.6684	0	0.142265	6.00904	0.319683
Igf2bp1	72.4925	152.519	2.40088	2.72614	323.011	3.56961
Cbx1	81.9822	86.888	53.9556	64.7501	64.2645	59.8077
Gm11517	1.95197	20.7188	6.97931	5.86829	1.95288	4.78295
Copz2	6.0025	2.47744	2.73192	12.1515	11.6699	8.11929
Mir152	0	0	8.99201	0	0	0
Prr15l	0.364821	0.693447	30.6128	2.09655	1.97115	0.657074
Pnpo	9.13854	11.9155	8.11531	10.7361	29.4509	8.39855
Cdk5rap3	31.6484	52.1312	0	33.0563	8.29155	26.9686
Sp6	1.09336	2.32322	2.03421	2.16251	0.75086	1.42607
Scrn2	1.44537	7.23774	1.06608	3.86487	2.16781	2.69748
Lrrc46	0.772703	0.968761	0.890405	0.201704	4.93698	0.232042
Osbpl7	2.23907	0.178058	26.4381	0.338139	0.039005	0
D030028A08Rik	0.522433	48.8101	3.40634	15.0131	5.33861	26.341
Sp2	14.0445	61.8211	0.103	28.3943	30.4331	3.50615
Tbx21	0.223964	1.20492	1.61964	3.91829	0.490277	1.52464
Mrpl10	30.7434	24.9889	30.7837	0.0941669	22.7366	0.240365
Tbkbp1	1.77851	7.06978	0.0923911	2.11945	2.19544	20.1316
Nfe2l1	52.5296	5.93869	14.3473	33.7302	61.7087	47.5384
Npepps	28.5044	0.102895	33.1607	0.0732108	0.0809409	0.110379
Gpr179	0.115583	39.8183	0.106159	4.64747	35.6078	38.5272
Mrpl45	28.7673	39.2957	3.92588	36.5955	41.4558	3.91689
Socs7	4.95899	7.59857	30.8515	1.53878	4.8098	30.0768
Arhgap23	4.12068	1.5995	1.42522	38.6175	0.624328	0.463137
Srcin1	1.39632	13.4467	4.1353	4.26096	7.85152	5.59098
E130012A19Rik	36.4635	208.983	44.5539	56.2416	115.287	74.1675
Cisd3	26.5592	39.1158	122.451	11.0571	35.7296	43.8973
Mllt6	15.5915	229.261	42.7464	37.5894	26.5224	20.5745
Kpnb1	154.663	39.7209	10.0209	133.198	31.4587	151.018
Psmb3	99.4863	48.1498	17.6132	21.4568	185.596	25.9986
Pcgf2	25.8924	265.062	134.971	6.77208	0.215076	182.683
1700001P01Rik	0.255044	0.761528	14.0709	12.7789	162.627	18.6423
Pip4k2b	11.5364	9.45832	6.07034	170.987	21.7726	1.23976
Cwc25	6.56895	27.7866	0.591931	0.522162	10.2785	9.87861
